title,company,state,location,category,type,pay,description,sourceUrl
Orchard Farm Hand,Employer (see description),QLD,Bundaberg,farm,casual,,"About the Business
We are a leading macadamia grower based in Bundaberg, supplying premium nut-in-shell products to export markets. Our orchard is part of a growing agribusiness committed to sustainable farming practices and innovation in horticulture.
Position Overview
The Orchard Farm Hand plays a key role in supporting the daily operations of our macadamia orchard. This hands-on position involves a variety of tasks across both harvest and non-harvest periods, contributing to the health and productivity of the orchard.
Key Responsibilities
Perform general orchard maintenance including spraying, weeding, slashing, pruning, mulching, and cleaning
Assist with irrigation setup, monitoring, and repairs
Participate in nut harvesting and post-harvest activities
Operate tractors, machinery, and orchard equipment safely and efficiently
Follow all safety procedures and contribute to a safe working environment
Support other farm teams as directed by the Farm Manager
Skills & Experience
Previous experience in horticulture or farming (preferred but not essential)
Ability to work independently and as part of a team
Physically fit and comfortable working outdoors in various weather conditions
Reliable, punctual, and willing to learn
Positive attitude and strong work ethic
Commitment to workplace health and safety
Qualifications
Chemical Handling Certificate (desirable)
Current, unencumbered driver's licence (required)
Additional Information
Local residents are strongly encouraged to apply
Australian work rights are essential for this role
Only shortlisted candidates will be contacted
Training provided for the right candidates.
Employer questions
Your application will include the following questions:
Which of the following statements best describes your right to work in Australia?
How many years' experience do you have as a Farmhand?
Are you licenced to drive a manual vehicle?
Do you own or have regular access to a car?
Do you have a current Australian driver's licence?
Email:
admin@allowaymac.com.au",
All-Rounder,Employer (see description),QLD,QLD,hospitality,casual,,"all-rounder
Serving customers
Cash handling
Prepare hot and cold drinks
Stocking store shelves.
General Cleaning.
Workplace is a general store (convenient store) and cafe food.
5 days or more per week, of 7 days roster.
Will reply to the suitable person only.
Between 35 and 38 hours per week.
Transport to Lakeland Coffee House
https://cairnscooktownexpress.com.au/",https://cairnscooktownexpress.com.au/
Nursery Worker,Mon Repos Seedlings,QLD,QLD,farm,casual,,"Casual Nursery Hand – Immediate Start
Mon Repos Seedlings Pty Ltd
Mon Repos Seedlings is seeking a reliable and hardworking Nursery Hand to join our team on a casual basis, must be available to work any days between Monday to Friday, with an immediate start available. This role involves working in our production nursery assisting with the day-to-day tasks. Applicants must hold a current driver's licence and have reliable transport to and from work.
What we're looking for:
Reliable and punctual
Physically fit and able to work on your feet
Able to work in outdoor conditions
Good attention to detail
Ability to work both independently and as part of a team
Previous nursery or farm experience is an advantage but not essential
What we offer:
Friendly team environment
Weekday work (Monday–Friday)
On-the-job training provided
Apply now by sending your resume or a brief introduction to admin@monreposseedlings.com.au.
Employer questions
Your application will include the following questions:
Which of the following statements best describes your right to work in Australia?
How many years' experience do you have as a Nursery Worker?
Do you have a current Australian driver's licence?
Do you own or have regular access to a car?",
📢 WE’RE HIRING — JOIN THE BEERWAH TEAM,BEERWAH,QLD,QLD,hospitality,full_time,,"Looking for your next move in hospitality?
We’re building our team at Beerwah Hotel and are on the lookout for great people across multiple areas 👇
🔹 Management positions
🔹 Food & Beverage staff
🔹 Retail / Bottleshop staff
We have a mix of full-time and casual roles available.
✔️ Experience preferred
✔️ RSA essential
✔️ RSG highly regarded
If you’re reliable, motivated and enjoy working in a fast-paced environment — we want to hear from you.
📧 Send your resume to Sheree
👉 sheree@beerwahhotel.com.au
👍 1",
🌟 HIRING: COMMERCIAL CLEANING SUPERVISORS & COMMERCIAL CLEANERS 🌟,Ozone Services Group,QLD,QLD,cleaning,casual,,"🌟 HIRING: COMMERCIAL CLEANING SUPERVISORS & COMMERCIAL CLEANERS 🌟
📍 Freshwater, QLD – College Campus
Ozone Services Group is looking for reliable Commercial Cleaning Supervisors and Cleaners to join our team at a college campus in Freshwater.
🧹 Roles:
• Commercial Cleaning Supervisors – Oversee cleaning teams, ensure quality standards, and support daily operations
• Commercial Cleaners – Clean classrooms, offices, hallways, and common areas
🕒 Work Schedule:
Monday – Friday | 5:00 PM – 9:00 PM
👤 Requirements:
• Right to work in Australia
• Blue Card (Working with Children Check)
• Police Check
• Reliable with good attention to detail
✨ Benefits:
✔ Competitive pay
✔ Stable weekday shifts
✔ Supportive team
📩 Apply now:
Email your resume to recruitment@ozonecps.com.a",
Tasting Room / Cocktail Bar Staff,our distillery,QLD,QLD,hospitality,casual,,"Love cocktails and craft spirits? Join our distillery team!
We’re looking for a confident and friendly bartender with cocktail skills to create memorable guest experiences in our tasting room. This role is all about mixing great drinks, hosting tastings, sharing our stories, and delivering warm, engaging service.
What you’ll need:
• Cocktail/bartending experience (minimum 3 months)
• RSA certificate
• A vibrant personality and great customer service skills
• Availability to work most weekends between 10am–5pm, including school holidays
If you’re passionate about spirits and love creating great experiences, please send your resume to info@tamborinemountaindistillery.com.",
Tour Guide,Employer (see description),QLD,QLD,other,casual,,"We're on the hunt for a talented guide to join our team from June to September to help run our unforgettable adventures!
If you're up for the challenge, check out our website for the full job description and application details: https://swagalong.com.au/jobs.html",https://swagalong.com.au/jobs.html
✨ Casual Event Staff Wanted – Tamborine Mountain ✨,Employer (see description),QLD,QLD,hospitality,casual,,"We are currently looking for casual event staff to join our team at a beautiful wedding venue on Tamborine Mountain.
📍 Location: Cedar Creek Estate Winery
🕒 Hours: Afternoon to evening shifts (mainly event nights)
💰 Pay: Award rate
Requirements:
• Must hold a valid RSA
• Reliable and punctual
• Friendly attitude and good communication skills
• Able to work in a fast-paced event environment
Duties may include:
• Food & beverage service
• Bar service
• Event setup & pack down
📧 Please send your resume to:
starlight-wedding@hotmail.com",
🚘CAR DETAILER | FULL-TIME,Employer (see description),QLD,CAIRNS,retail,full_time,,"TROPIX DETAILING CAIRNS
Pursuit of Perfection is our mission.
We’re on the hunt for a gun car detailer to get amongst it. If you’ve got the hustle, hands-on skills, and skills – we want to hear from you.
What you’ll be doing:
✅Involved in workshop + mobile detailing jobs
✅Quality checking work and maintaining high standards
✅Getting your hands dirty with paint correction, ceramic coating, interior details, and more
✅Helping drive the business forward with initiative and pride
You’ll need:
🚙Full manual driver’s licence (HR for extra points!)
🧠Attention to detail, reliability, and work ethic
💬Superb customer service and communication skills
Why work with us?
🔥Laid-back but hard-working team culture
💸Above-award pay + performance bonuses
📈Real progression opportunities as we expand
🧼Work across high-end, 4x4, fleet, and flood jobs – no boring days here
🌴Based in beautiful Cairns – workshop and on-the-road variety
Sound like your gig?
Flick us a message or email your resume to me or info@tropixdetailingcairns.com.au
Let’s get you on the tools and into a detailing road that actually leads somewhere.",
WE’RE HIRING – BARTENDER,Stanton in the heart of the city,QLD,Brisbane,other,casual,,"We’re looking for an experienced, passionate bartender to join our team at Stanton in the heart of the city.
What we offer:
• A vibrant, fast-paced work environment
• Flexible shifts (15–25 hrs/week)
• Supportive team culture
What we’re looking for:
• Minimum 1 year experience behind the bar
• Strong cocktail knowledge & speed of service
• RSA certificate
• Great communication skills and teamwork attitude
Location: QueensPlaza – Brisbane City
Send your CV to queensplaza@stantonfood.com.au or drop by in person.",
Retail Staff,Employer (see description),QLD,cairns,retail,casual,,"Looking for retail staff at our Foodworks cairns store produce department,and retail workers required employment 38hrs a week. Please contact Leonie at leonie@shortsgroup.com.au or instore at Short's Foodworks Woree",
